dia minina,haber diluvio.
dia mu,"pájaro candelita migratoria, reinita norteña. Setophaga ruticilla."
dia pihto,"boca, desembocadura, embocadura del río. sinón. má pihto. V.pal.prin. pihto."
dia poho,"pájaro zambullidor de sol, colimbo selvático. Heliornis fulica."
dia pohta,"cabecera del río. sinón. má pohta, pohta."
Dia Posa,río Vaupés.
dia posa warî,pez mojarra o mujara. sinón. o.
dia puru,pato pequeño. lit. cordorniz del río.
dia pjiri ma,"mar, océano."
dia pjuru,"patico enmascarado, pato encapuchado. Oxyura dominica."
dia sehcù,palo de chicle.
dia timi,"nutria pequeña, perro de agua pequeña. Lutra spp. 91"
dia tjâtù,"guacharaca de agua, chenchena, pava hedionda. Opisthocomus hoazin."
dia wachù,"chigüiro, capibara. Hydrochaeris hydochaeris."
diani pohna,nombre de un grupo de wananos.
diaro,maleza.
dica,"bola, pelota (de caucho)."
dicù,culebra cuatronarices. Bothrops bilineatus.
dicha,fruta.
dicha mariedù,"dicha marienù s.inan. árbol estéril. lit. un árbol en que no hay fruta. pl. dicha maria yucù. sinón. coho burucù, dicha tiedù, dicha ti masiedù."
dicha ti masiedù,dicha ti masienù s.inan. árbol estéril.
dicha tiedù,árbol estéril. lit. un árbol que no da fruta.
dicha tira,"dar fruta; ser fructífero, fructífera; tener cosecha."
dicha wara,producir (fruta). 92
diche,"pez caloche. Sternopygus macrurus, Eigenmannia virescens."
die cûna,poner huevos.
die cûricoro,gallina ponedera.
die payora,poner huevos (en el nido arriba del suelo).
dieca,1 huevo. 2 larva.
dieca sohãno,yema del huevo.
dieri siporicoro,"clueca, gallina clueca."
diero,perro. Cannis familiaris spp.
dierocã,perrito.
dieyoho,"nutria grande, perro de agua. Lutra annectens, Pteronura brasiliensis."
diez cùhmari,década.
diha nujua,sedimento (en una olla). 93
diha nujuna,caer al fondo (de un envase).
dihana,"hormigas hembras comestibles, reinas de hormigas."
dihara,"1 hundirse, bajar (en el agua). 2 caer (fruta)."
dihi,1 arcilla. 2 pulpa.
dihi biato,"olla de barro, cerámica, cacharro."
dihi biatorire yoaa,alfarería.
dihi biatorire yoariro,alfarero.
dihi bùjùriro,alguien gordo.
dihi cataro,tiesto (plato grande de barro para tostar una torta de mandioca).
dihi chùriro,un carnívoro. 94
dihi marieriro,alguien que se ha enflaquecido.
dihi situ,tinaja de barro.
dihi surura,darse calambre.
dihi tira,"engordarse; ser obeso, obesa."
dihi tùã curiara,"darse calambre. sinón. dihi surura, wa da tùã curiara."
dihi wahwa,teja.
dihi waparo,dihi wapa s.inan. plato de barro.
dihi yùbù,músculo.
dihiro,carne.
dihta1,"dùhte, dihte s.inan. 1 adobe, tierra. 2 tierra, nación."
dihta2,"solamente; único, única."
dihta bidari yahpa,dùhte bidari yahpa s.inan. tierra blanda.
dihta bidaro,tierra blanda. sinón. dihta bidari yahpa.
dihta bihara,"colocar barro, embarrar, poner barro (entre los palos de la pared). sinón. dihta pihara. V. dihta suhara."
dihta cjoa,"dihte cjoa, dùhte cjoa s.inan. ladrillo."
dihta manari,"mugre, polvo. 95"
dihta manari tira,"llenarse de mugre, polvo."
dihta mariachù yoara,hacer callar.
dihta mariahna,"dùhte mariahna, dihte mariahna v.i. callarse, enmudecer, guardar silencio; estar quieto, quieta."
dihta me,polvo.
dihta pihara,"embarrar, colocar barro, poner barro (entre los palos de la pared)."
dihta pohcari,basura del suelo.
dihta sohã,"dihte sohã, dùhte sohã s.inan. barro, lodo."
dihta suhara,"colocar barro, embarrar, poner barro (entre los palos de la pared)."
dihta tiroa,"dihte tiroa, dùhte tiroa s.an.pl. avispas chinata. Polistes canadensis."
dihta wahãna,enlodarse. sinón. dihta pihara.
dihta wajaro,tierra arenosa. 96
dijoora,"1 abaratar, disminuir, reducir. 2 bajar."
¿diro?,cuál? (ser masculino).
¿diro baro?,interr. ¿cuál? (ser masculino). pl. ¿diina baro? s.f. ¿dicoro baro? sinón. ¿diro? V. ¿noa? disepechu curiaca V. dùsepechù curiaca.
disi,"pez jacu. Mylossoma duriventre, Myleus rubripinnis luna."
diti bùcù cohoro,hongo.
ditiro,"pájaro piscua, cuco ardilla. Piaya cayana."
doara,"ponerse celoso, celosa."
doca cureroi,un poco menos.
doca dahrera,"deprimir, despreciar, humillar."
doca daporiro,alguien que tiene piernas (y pies) hinchadas.
doca dihodù,pisón.
doca dùcara,"sentirse humillado, humillarse."
doca matona,doca mùtona v.t. pegar y espachurrar. 97
doca nuhana,1 tirar y romper. 2 caer y romper.
doca ñona,lanzar una red (al agua).
doca õhna,lanzar contra.
doca pahrêna,pegar y cortar superficialmente.
doca puha dapora,lanzar (algo para apuñalar).
doca pja sùra,chocarse contra (algo abajo).
doca sãano,ropa interior.
doca sãari si,"calzoncillos, ropa interior, enagua."
doca siã cahara,1 tener un ataque de repente. 2 caerse (con un golpe grave).
doca sirura,pegar y cortar superficialmente.
doca sitera,"echar regando, esparcir, regar."
doca tihpara,abollar.
doca tira,"humillarse, sentirse humillado. 98"
doca wahã sùra,"chocar, estrellarse."
doca wahãna,"latir (el pulso), palpitar, pulsar."
doca wihpera,1 enterrarse. 2 hundirse.
docaadù,"1 cincel, escoplo (grande). 2 majador de mortero. 3 lanza."
docaara,"arrojar, lanzar, tirar."
docai,"abajo, debajo."
docapera,"jugar (con bola, dados)."
docapù,"abajo, debajo."
docara,"cavar, labrar (un árbol para hacer canoa)."
docawera,pilar.
dohara,"cocinar, cocer."
dohati dùcara,caer enfermo. 99
dohatia,"aflicción, enfermedad."
dohatira,enfermarse.
dohora,"1 enlazar, empalmar, unir. 2 ayudar."
dohoria,"barco, bote, lancha."
dohro cahsaa,cerca (para coger pescado hecho de bandas de palma).
dohro cahsaa pahma,cerca (para coger pescado hecho de bandas de palma).
dohsara,fundir.
¿dohse?,"cómo?, ¿qué?"
¿dohse jichù?,cuándo.
dohse jiriro,cualquier (ser humano).
¿dohse jiro baro?,por qué?
dohse jiropù,cualquier (parte).
¿dohse yoa?,"por qué? sinón. ¿dohse jiro baro?, ¿dohse yoacù?, ¿dohseacù?"
¿dohse yoacù?,"por qué? sinón. ¿dohse jiro baro?, ¿dohse yoa?, ¿dohseacù?"
¿dohseacù?,"por qué? sinón. ¿dohse jiro baro?, ¿dohse yoa?, ¿dohse yoacù? ¿dohseacù? WananoEspañol 100"
dohtaa,"alcohol (que se emborracha), narcótico."
dohtara,"quedar borracho, borracha; quedar narcotizado, narcotizada."
doi,"doihta adv. 1 de inmediato, inmediata. 2 temprano, temprana. 3 pagar contado."
doi waro,"al instante, instantáneamente; pronto, pronta; en seguida."
doipùta,"antiguamente, en la antigüedad, hace mucho tiempo. sinón. dahpotopù, panopù, tí pjapùre, wahmanopùre."
dojara,1 embrujar. 2 dar veneno.
dojomehnena,"abusar, arruinar, dañar; ser dañino, dañina; hacer daño, estropear, perjudicar, romper."
dojora,1 convertirse. 2 descomponerse. 101
dojori tia wahara,"empeorar, decaer, volverse feo."
dojori tiriro,deforme (ser animado masculino). pl. dojori tiina. sinón. dojori wahiro.
dojori wahiro,deforme (ser animado).
dora,escabullirse.
dórero marieno,"directamente (sin miedo), con coraje. lit. sin escabullirse, sin evadir diestramente."
dota chùra,picotear (comiendo).
dota dihora,apisonar.
dota matona,pegar y espachurrar. sinón. doca matona.
dotara,"1 apuñear, dar puños. 2 picotear. 3 tocar la puerta."
dotawera,golpear (con palo para echar afuera).
du sãana,hablar su lengua (para que aprenda otro).
du sitira,"1 ir hacia atrás, recular, retroceder, salir al revés. 102 2 encogerse. 3 retrasarse, atrasarse (reloj)."
du tara,"brotar, germinar, empezar a crecer (cultivo)."
du wija tara,"brotar, germinar."
duara1,vender.
duara2,"querer (querer hacer, etc.). 2.13.4."
duari wùhù,"almacén, tienda."
ducura,"1 estar de pie, pararse. 2 ser vertical."
duhara,"1 arrancar, cosechar, extraer, sacar. 2 desclavar, zafar. 3 desenchufar."
duhti ñùna,espiar.
duhti wijaara,"escaparse, fugarse, huir."
duhtira,"escaparse, fugarse. sinón. duhti wijaara, mùroca duhtira. V. yùhdù witira. du tara WananoEspañol 103"
duhtu wijaara,zafarse.
duhtura,zafarse.
duhturu,"doctor, médico."
duhu boroora,bajar (una cosa).
duhu cahtora,duhu cahtara v.t. aflojar.
duhu cûna,dejar (en el suelo o el piso).
duhu dapora,"agrupar parado; dejar, poner en posición vertical."
duhu duaerara,apegarse.
duhu õhna,"aplicar, colocar."
duhu payora,1 acostar. 2 dejar (encima de una mesa o algo así). 3 servir (comida).
duhu pora,colocar flotando en el agua.
duhu sãana,"poner dentro (de envase, casa, etc.). 104"
duhu yora,colgar.
duhu yoroara,"dejar destemplado, destemplada."
duhunocahna,1 cancelar. 2 renunciar. 3 dejar (una persona).
duhura,"alejarse, renunciar. 1 abstenerse, cesar (de hacer cosas), dejar, parar, tener tregua. 2 bajarse (una fiebre). gram. Funciona como verbo auxiliar con otro verbo. Véase Notas sobre la gramática wanana, sección 2.13.4. sinón. suruara."
duhuri,fin (precedido por un verbo).
duhuroca boroora,dejar caer.
duhuroca curera,aflojar. V. duhu cahtora.
duhuroca dapora,"dejar caer (en posición vertical), soltar hacia abajo."
duhuroca dijora,"dejar caer (en posición vertical), soltar hacia abajo. 105"
duhuroca sõhna,soltar y dejar entrar.
duji pahara,"acuatizar, amarizar."
duji pja sùra,"aterrizar, alunizar, amarizar."
duji tara,dija tara v.i. descender.
dujiara,"dijara v.i. bajar, descender."
dujira,1 sentarse. 2 aterrizar.
dujiri pahta,"asiento (como banco, silla)."
dujiri sahrîno,"asiento (como silla). pl. dujia sahrîni. V. cumunu, cumu pahta, dujiri pahta, dujiro, sahrîno."
dujiro,"asiento, silla. pl. dujia. V. cumunu, cumu pahta, dujiri pahta, dujiri sahrîno."
dura1,1 cantar (gallo). 2 chillar. 3 hablar (una lengua).
dura2,crecer. 2 indica crecer y no madurar. sinón. bùcùara.
dure buhara,cargar (en el hombro) hacia el río.
dure mona,dure mùona v.t. descargar la canoa (subiendo del río).
dure sãahna,llevar en el hombro (entrando la casa). 106
durera,cargar (en el hombro).
durucu cuiriro,alguien huraño.
durucu dùcatara,"durucu dùcotora v.t. interrumpir. sinón. durucua taha cohtara, ni dùcatara. V. yahu dùcatara."
durucu ji coaerariro,alguien que no le gusta hablar.
durucu ñona,hablar (ante el público). sinón. ni ñona.
durucu suhriara,confundirse hablando.
durucu wisiara,confundirse hablando. sinón. durucu suhriara.
durucua,"1 idioma, lengua. 2 palabra."
durucua bisi ñariro,alguien ruidoso (cuando habla).
durucua payùriro,"palabrero, charlatán, hablador."
durucua taha cohtara,interrumpir.
"durucuerariro, tùhoerariro",sordomudo.
durucueriro,durucuerariro s.m. mudo.
durucura,"1 hablar, charlar, discutir. 107 2 tener voz. 3 parpar."
durucuriaca,laringe.
duti,enfermedad.
duti tira,enfermarse. lit. tener enfermedad.
dutia,"mandamientos, mandatos, ley."
dutiare yùhdùrùcara,"ser delito, ilegal. lit. desobedecer la ley."
dutiare yùhdùrùcariro,criminal. lit. uno que desobedece la ley.
dutichù yùhtira,"tener palanca, tener influencia. lit. cuando él manda obedecen."
dutierara,prohibir.
dutipera,mandar como esclavo.
dutiperiro,ti dutiperiro) s.an. esclavo (maltratado).
dutira,"acaudillar, dirigir, dominar, exigir, gobernar, insistir, mandar, obligar, ordenar, permitir. 108"
dutiriro,"jefe, administrador."
dutu,madeja.
dùcara,"comenzar, empezar, iniciar, introducir, principiar, provocar. 2.13.4. v.i. aguantar."
dùcaro,principio.
dùcatara,"1 advertir, amparar (protejer), defender, defenderse. 2 atorarse, ser barrera. 3 evitar. 4 impedir, oponer."
dùcatari cahsaro,escudo. 109
dùcataro,sombra.
dùcù sùra,"1 dejar de ir, pararse (después de movimiento). 2 alcanzar (el fondo)."
dùcùcù,"mandioca, yuca brava (planta). Arbusto euforbiácio."
dùhara,"1 omitir. 2 guardar, reservar, retener, separar."
dùhari,"restos, lo que sobra."
dùhrera,"arrollar, enrollar."
dùhsaa,resto.
dùhsaina,los demás.
dùhsara,"1 carecer de, faltar, hacer falta; ser/estar incompleto, incompleta. 110 2 sobrar."
dùhsariro,hermano menor (de todos). lit. él que falta.
dùhte curiara,amarrar (nudo).
dùhte dapora,estacar.
dùhte dohora,"amarrar (a otro), conectar, unir."
dùhte tira,hacer ruido (a veces como si fuera una persona o fantasma).
dùhte yùdùara,"amarrar (haciendo una impresión, una muesca)."
dùhte yùjùara,amarrar (haciendo una impresión en algo).
dùhtepora,remolcar.
dùhtera,"amarrar, atar, enlazar, liar."
dùhteri curiaca,nudo. 111
dùhtero,"dihtero s.inan. 1 territorio. 2 nación, país, tierra. 3 suelo, terreno. sinón. dihta, yahpa."
dùhtù cahai,"a lo largo, al lado de, alrededor, borde, costa, margen, orilla, perímetro."
dùjùro,lugar arenoso (en el monte).
dùpù,"gajo, rama."
dùpùri,pez rabo colorado. Chalceus macrolepidotus.
dùrùra,rugir.
dùsepechù curiaca,"dùsepe curiaca, disepechu curiaca s.inan. rodilla."
dùsepoari,"barba, bigote."
dùsepoari tira,"estar barbudo, barbuda."
dùsepoari tiriro,barbudo (ser animado).
dùsepoari wùhara,afeitar.
dùsepoari wùhari pjî,"cuchilla de afeitar, hojita de afeitar. 112"
dùsero,1 boca. 2 idioma. 3 palabra.
dùsero bui macari wahwa,paladar.
dùsero dùhtù caha,labio.
dùso,"pernil, muslo."
dùso cohã,hueso de la pierna superior.
dùso dahpoto cohã,hueso de la cadera.
dùso dohsaro,unión de la cadera. V. dùso dahpoto cohã.
dùte site boroora,derribar (con machete).
dùte yùdùara,dite yùdùara v.t. hacer un corte (en un tronco).
dùtera,"ditera v.t. 1 cortar (con acción de picar o tajar). 2 cosechar (bananos, frutas de palma, ñùmù, naha)."
dùtewe sãana,"hacer muescas, ranurar, ruñar. 113 eburua, êburua, ehberua V. aburua."
emoa,hormigas majiñá (especie de hormiga pequeña y roja que pica duro). Myrmica rubra.
emu,mono aullador rojo. Alouatta seniculus.
ewù,"amarillo, amarilla."
ewùri,"musgo, moho."
examina ñùna,examinar.
frejão,fríjoles.
garafaca,botella.
gora,atraer.
guayawa,fruta de guayaba. Psidium guayaba.
guayawacù,palo de guayaba.
guea,"gùea s.inan. algo espeso, espesa."
guea co,ungüento. 114
guera,"gùera v.i. espesarse, cuajarse."
iñõ,iõ voc. mamá. 3a pers. iõcoro.
irimoa co,jugo de limón.
irimoaca,"limón. Citrus medica (Linneo),Citrus Limon (Burman)."
irimoacù,palo de limón.
îa,orugas.
jecha,hongo. pl. jecha peri. sinón. watîno cahmono. V. diti bùcù cohoro.
ji coa yùhdùara,"ser favorito, favorita."
ji coaerara,disgustarse.
ji coara,"aficionarse, amañarse, disfrutar, gustar, darse placer, satisfacer; ser vicioso, viciosa. 115"
ji coariro,alguien amable.
ji coaro,agradable.
ji dojoara,"estar permanentamente, radicarse."
ji mùhtari,inicial.
ji nùnù tiriro,el último (ser humano).
jiape yoaerariro,un inocente.
jichù,"jichâ v.dep. durante, entre tanto, mientras."
jipihtia dachoripe,"eternidad; eterno, eterna."
jipihtina masa,todo el mundo.
jipihtina pùhtoro,"rey, presidente."
jipihtina ti masiriro,alguien famoso.
jipihtinare wahãna,"estar apestado, apestada; haber epidemia."
jipihtira,"estar entero, entera; estar todos, todas."
jipihtiri pjacù bùhariro,1 alguien paralítico. jipihtiri pjacù bùhariro WananoEspañol 116 2 alguien que tiene un cuerpo tieso.
jipihtiro,"en todo el mundo, en todas partes."
jipoara,acostumbrarse a estar.
jira,"1 estar, morar, vivir. 2 existir, ser, haber. 3 tener vida."
jiriro,puesto.
jiro,"1 casa, lugar de estar. 2 puesto."
jo macana,zambullir y buscar. 117
jo minina,sumergir.
jo paro,"banano. F. Musaceae, G. Musa sapientum (L.) O. Kze."
jo qui,mano de bananos.
jo tõho,racimo de bananos.
joa cahnona,corregir (algo escrito).
joa dujiri pahta,pupitre.
joa dujiro,"pupitre. pl. joa dujia. sinón. buhe dujiri pahta, joa dujiri pahta."
joa dùcaro,título.
joa nana,1 calcar. 2 anotar.
joa õna,"apuntar, escribir."
joa õri pjî,tablero.
joa sãana,tener elección.
joa tjuri pû,carta de respuesta.
joaa dari jiri pû,cuaderno rayado. 118
joadù,lápiz.
joadù mehne waye sitera,garrapatear.
joaerara,omitir escribir.
joahti tju,cuaderno.
joara,"1 escribir, anotar. 2 dibujar."
joari tju,cuaderno. pl. joaa tjuri. sinón. joahti tju.
joariro,autor.
joarocaari pû,"carta, correo."
joarocaari pûre na tariro,mensajero.
jori tira,"ser/estar estampado, estampada."
ju sahtira,toser inhalando (algo).
jua,malaria.
juaa wahara,1 gastarse. 2 rasparse.
juaro ti dùcara,darse calentura.
juaro tira,darse fiebre.
judio masùno,judío. 119
jura1,"chirriar, crujir."
jura2,"1 fumar. sinón. mùhno jura. 2 curar (hecho por el curandero, brujo). 1."
jû cûna,poner trampa (con comida).
jûa,lombrices.
jùca bara,"tener hambre, hambrear."
jùca purîca,tener hambre.
jùcaro,"escasez (de comida), tiempo de hambre."
jùna,por fin. 3.1.2.
jâ burera,chamuscar (quemando el pelo).
jâ pjara,"1 sentir ardor. 2 picar, quemarse."
jâahna,quemarse.
jâna,"arder, incendiar, quemar."
jânocahna,chamuscar (quemando el pelo). 120
jâri bara,"cicatriz (de una quemadura), quemadura."
má pahãno,cruce (del camino con el caño).
má pihto,"boca del caño o río, desembocadura del río."
má pohta,cabecera del caño.
maa,"listo, lista."
maca1,"aldea, caserío, comunidad, población, pueblo."
maca2,"pertenencia, propiedad."
maca chùra,buscar comida.
macana,"buscar, explorar, investigar, registrar."
macanacã,niños.
macanacãre buheriro,"maestro, profesor. pl. macanacãre buheina. s.f. macanacãre buhericoro. V. buheriro. M - m jâri bara WananoEspañol 121"
macanacãre cohtaricoro,"niñera. pl. macanacãre cohtaa numia. sinón. dainacãre cohtaricoro, nijinocãre cohtaricoro."
macari tara,"mudarse, trasladar (hacia acá)."
macari wahara,"mudarse, trasladar (hacia allá)."
macariro,"miembro, alguien que pertenece."
macaroca,"bosque, monte, selva."
macaroca diero,perro de monte. Speothos venaticus.
macaroca macariro,"1 animal salvaje. 2 guerrillero (con masùno). pl. macaroca macaina. s.f. macaroca macaricoro. sinón. masùno macaroca macariro, nùcù macariro, wajãri masa."
macarocapù,por tierra.
mácã,"afluente, arroyo, caño, cañada."
maco,yù maco) s.f. hija.
macoa,"pez cachama, pacú. Metynnis sp., Colossama sp."
macoaca,yù macoaca) s.f. ahijada.
Macoapoa,Pacú (nombre de un cacerío de cubeos en el río Vaupés). 122
macù,yù macù) s.m. hijo.
macù ji nùnù tiriro,yù macù ji nùnù tiriro) s.an. el último hijo.
macù namono,yù macù namono) s.f. nuera.
macùaca,yù macùaca) s.m. ahijado.
machù,"hormigas arrieras. Formicidae, Atta cephalotes y Atta sexdens."
machù copa,hormiguero (la entrada).
machù cjaroa,pl. hormigas que ayudan a las hormigas arrieras.
machù dihana,hormigas arrieras hembras comestibles.
machù tucû,machù tucûnu s.inan. hormiguero (adentro de la tierra).
machù tuhu,"hormiguero (encima de la tierra). V.pal.prin. tuhu. V. machù copa, machùõ, machù tucû."
machùõ,hormiguero (el montón hecho por las hormigas).
maha,"calle, camino, sendero, trocha, vía."
maha curero yoara,maha cjûno yoara v.t. mermar. 123
maha sehne,bifurcación (del camino).
mahainacã,"una manada, pocos (animados)."
mahano1,casi.
mahano2,una parte.
mahano tjuara,quedar saldo.
mahano yariabiho yùhdùra,casi morir.
mahanocã,"1 chico, chica; pequeño, pequeña; poco, poca; poquito, poquita. 2 bajo (el nivel del río)."
mahanocã baharo,"dentro de poco, después de un poco tiempo."
mahanocã carîna,"tener reposo, hacer siesta."
cahsarocãre yihso nana,circuncidar.
baharo,recién nacido.
mahanocã wahara,hace poco.
mahari sicã,un pedacito.
mahari sopacacã,ventana. 124
maharirocã,"1 alguien chiquito, pequeño. 2 niño."
mahño mana,"apropiar (una cosa ilícitamente), desfalcar, hacer trampa."
mahño nana,estafar.
mahño nariro,estafador.
mahño noano durucura,"adular, lisonjear."
mahñoa,"engaño, mentira, pura paja."
mahñoa payùriro,"alguien engañoso, mentiroso."
mahñoerariro,alguien honesto.
mahñona,"1 engañar, mentir, decir perjurio. 2 fingir."
mahñopera,tomar de pelo. 125
mahñoriro,mentiroso.
maí,papá.
maí chiró,abuelo (vocativo).
maja,"guacamayo bandera, guacamayo rojo. Ara macao, Ara chloroptora."
maja pjoa,pluma de guacamayo.
maja wahi,bagre. Phractocephalus hemioliopterus.
majaina,"tamaño, ¿que tamaño? (de seres animados)."
majano sehe,al lado más lejos del río.
majanopù,"alrededor, zona, región subiendo del río."
Majapoa,Arara (pueblo wanano en Brasil). lit. raudal del guacamayo. 126
majapoaca,corona de las plumas del guacamayo.
majare ñùna,voltear y mirar.
majare pahara,majare para v.i. girar.
majare pja sùra,"llegar a la cima, cumbre."
majare soroa wahcãna,desviarse.
majare soroara,dar vueltas alrededor de.
majare tjua tara,dar la vuelta y volver.
majareahna,doblar a un lado.
majarena,dar vueltas.
mana,"expropiar, quitar (de otro)."
manù,"yù manù) s.m. esposo, marido."
manù macù,yù manù macù) s.m. ahijado. pl. manù pohna. V. namo macù.
manù marienicoro,"soltera, solterona."
máquina joaa,mecanografía.
máquina joariro,mecanógrafo.
marecho,yù marecho) s.f. suegra. 127
marechù,yù marechù) s.m. suegro.
mari,nosotros (inclusivo).
cohtariro,hipócrita.
mari ya,"nuestro, nuestra (inclusivo)."
maria curera,"ser escaso, escasa."
mariahna,haber nada.
marieno,sin.
marine,nos (inclusivo objetivo).
martero,martillo.
masa,gente.
masa bajuara,nacer. lit. gente aparece.
masa bajuari dacho,cumpleaños.
masa bocara,encontrarse (a gente).
masa ca,mico maicero.
masa copa,"sepulcro, tumba. 128"
masa chùriro,antropófago.
masa marieno,"desierto, lugar donde no hay gente."
masa marienopù cûna,aislar.
masa mùjaahna,resucitar.
masa noariro,"alguien amable, decente, gentil, simpático, honrado, de buen genio."
masa ñariro,alguien de mal genio.
masa pamo,armadillo grande. Priodontes giganteus.
masa puti,"ataúd, caja, féretro, sarcófago."
masa putira,reproducir.
masa siãriro,"charlatán, medicastro."
masa sitia wahara,amansarse. 129
masa sitichù yoara,"amansar, domar, domesticar."
masa sitiriro,manso (ser animado).
masa wahmino,1 hermano mayor (de todos). 2 cacique.
masa wihiri tahtia,sala.
masa wija sùrùcari tahtia,sala.
masa yari cuhtu,"camposanto, cementerio."
masa yaro,"camposanto, cementerio. pl. masa yaa yahpari. sinón. masa yari cuhtu. V. masa copa, masa puti."
masaa wahara,recuperarse.
masaahna,sobrevivir.
masana,"ponerse bueno, sanar, sobrevivir."
masare beseriro,juez. lit. uno que escoge a la gente.
masare dutira,reinar. lit. mandar a la gente.
masare dutiriro,"alguien que tiene la autoridad, presidente, rey. 130"
masare quihõna,tener censo.
masare suachù yoara,turbar (a gente).
masare wajãna,asesinar. 1.
masare wajãriro,asesino.
masari dacho,cumpleaños. pl. masaa dachori. sinón. masa bajuari dacho.
masi pahño duara,"ser curioso, curiosa."
masi sohã,tintura roja. Bixa orellana. V. busio.
masi sohã buja,"paloma roja, tortolita rojiza. Columbina talpacoti."
masia,"entendimiento, mente."
masieraparota yahura,adivinar.
masierara,desconocer.
masimahnoeraa,misterio.
masina,"1 comprender, entender. 2 conocer. 3 darse cuenta, realizar. 4 orientarse. 5 reconocer. 131 v.aux. poder, saber. 2.13.4, en cuanto a los verbos auxiliares. V. tùhora."
masiyura,prever.
masona,"1 resucitar. 2 curar. 3 adoptar, criar."
masoricoro,"yùhùre masoricoro) s.f. madrastra. pl. masoa numia/ masori numia. sinón. bùcùoricoro, pùcù namono."
masoriro,yù masoriro) s.m. hijastro.
masù,"1 estatua, imagen. 2 dibujo. 3 reflejo."
masù nana,sacar foto.
masù nari pû,"foto, fotografía, retrato."
masù wahãri pû,"cuadro, foto."
masùno,"1 ser humano, persona (masculina). 2 indígena. 132 masùno macaroca macariro s.m. guerrillero."
masùnore boca tara,"concebir, quedar embarazada, estar encinta."
masùrùca cahara,"hacer sombra, obscurecer."
masùrùca caharo,sombra.
me,1 aire. 2 humo. 3 polvo. 4 vapor.
me curua,nube blanca.
me posa tiria,"bomba neumática. pl. me posa tiapoca. sinón. me posaria, me puti ohroria, me puti sãaria."
me posaria,bomba neumática.
me puti ohroria,"bomba neumática. pl. me puti ohroapoca. sinón. me posa tiria, me posaria, me puti sãaria."
me puti sãana,inflar.
me puti sãaria,"bomba neumática. pl. me puti sãapoca. sinón. me posa tiria, me posaria, me puti ohroria."
me sehe,cielo. 133
me sitia,1 fragancia. 2 perfume.
me sitira,"dar aroma, oler (bien)."
me ti yùhdùara,"1 estar empolvado, empolvada. 2 estar humoso, humosa."
me tira,1 humear. 2 evaporarse.
mehne,con.
mehne macariro,"yùhù mehne macariro) s.m. amigo, socio."
mene,fruta guama. Inga sp.
Mene Coahna Ñoaca,Taracuá (cacerío de wananos en el río Vaupés).
mene coãhna,hormigas taracuá.
menecù,palo de guamo.
mesa sohtoa,esquina (de una mesa). V.pal.prin. sohtoa.
mi,"confite, dulce."
mi suhti,cera de abejas.
mia,"sardinas. Hemigrammus hyanuary, Lonchogenys ilish. 134"
mia yoro,trampa (para coger sardinas).
Miapoa,Teresita (caserío piratapuyo y desano en el río Papurí). lit. raudal sardinas.
micha,hoy.
micha ñami,1 anoche (con tiempo pasado en el verbo). 2 esta noche (con tiempo futuro en el verbo).
michapucacã,"ahora mismo, ya."
mie,"oso hormiguero, oso palmero. Myrmecophaga tridactyla."
mihnina,"ser capaz de, saber bien."
mihniriro,"alguien adepto, que tiene capacidad, que sabe bien."
mihona,"abaratar, acortar, achicar, disminuir, limitar, reducir."
mijo nina,ser difícil.
mijoerara,"ser fácil; ser sencillo, sencilla. 135"
mini,todavía.
mini moñona,casi ahogarse.
minichahca,"ave, pájaro."
minichahca pjoa,pluma.
minichahca quêno,pico de pájaro.
minichahca suhtiro,nido.
minina,"1 ahogarse, hundirse. 2 haber diluvio, inundar."
minoana,"alumbrar, brillar mucho, ser brillante, relumbrar, resplandecer."
mio wahi,sábalo. Brycon brericanda del grupo falcatus.
miona,hacer hundir.
mipù,"ahora, esta época."
¿mipù warore?,Qué va/vamos hacer?
miquina,abejas. Apis mellifera.
miquina mi,miel de abejas.
miquina wùhù,"colmena, panal de abejas. 136"
misi batiro,"cernedor de bejuco. pl. misi batiri. V. wahsara, wùjù batiro."
misi da,bejuco.
misi tuhcuru,"jaguaritica, ocelote. Felis pardalis."
Mo,Carurú (nombre de un cacerío wanano en el río Vaupés).
moa,sal.
moa cohori sùriro,avispa moa cohori sùriro. Polybia liliacea.
moa cohori tiroa,avispas moa cohori tiroa. Polybia liliacea. sing. moa cohori tiroairo. sinón. moa cohori sùriro. V.pal.prin. tiroa.
moa da,planta (para hacer sal).
moa mehne wisõna,salar (para preservar).
moa sãana,salar (algo de líquido).
moa tira,"ser salado, salada."
moa tiro wùrù yùhùre tara,"dar náusea, marearse, tener asco. sinón. pi sora, pi soro yùhùre tara, toa duaro yùhùre tara. V. toára."
moaco,"pez piraiba. Cetopsis spp., Brachiplatistoma spp., Pseudoplatystoma spp."
moachehca,"qué dicha, qué suerte."
moha coãna,cubrir (con las alas). 137
mohana,cubrir.
mohano,tapa.
mohanore pjõohna,destapar.
mohari cahsaro,"carpa, impermeable (una lámina)."
moho cûna,poner boca abajo.
moho dapora,poner boca abajo (parado en el piso).
moho majare boroora,bajar (algo) volteándolo boca abajo.
moho payora,poner boca abajo encima (de la mesa o la plataforma).
moñonocahna,"fallar, fracasar."
more suhuro,"ser mezclado, mezclada; surtido."
morena,mezclar.
morianiaca,remolino.
moseñoro,obispo.
motão,motão cjoa s.inan. botón.
